applicant_id,applicant_name,cibil_score,existing_loans_lakhs,bank_account_verified,pan_verified,udyam_registration_no,gstin_status,project_report_attached,collateral_value_lakhs,business_vintage_years,monthly_cashflow_avg_inr,document_completeness_pct,target_readiness_score
ENT_IN_20187,Pradeep Kaur,649,20.6,1,1,UDYAM-TN-03-9544469,NOT_APPLICABLE,1,17.44,1.8,306027,72.0,76.2
ENT_IN_20188,Shweta Reddy,565,20.78,1,1,UDYAM-MH-03-9259826,NOT_APPLICABLE,1,8.54,5.0,283843,83.4,77.7
ENT_IN_20189,Fatima Mehta,786,22.64,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,15.19,1.1,106622,59.5,77.8
ENT_IN_20190,Prakash Chatterjee,803,11.96,1,1,UDYAM-PB-03-9242372,NOT_APPLICABLE,1,44.72,3.5,53792,36.8,77.9
ENT_IN_20191,Harpreet Rao,846,17.61,1,0,UDYAM-TN-03-9253577,ACTIVE,1,44.39,0.8,287992,60.7,90.6
ENT_IN_20192,Sunita Deshmukh,0,0.62,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,25.44,6.8,398584,78.9,56.9
ENT_IN_20193,Anita Singh,750,16.01,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,36.7,4.8,85899,62.2,79.9
ENT_IN_20194,Geeta Mehta,594,15.37,1,1,UDYAM-PB-03-7475277,NOT_APPLICABLE,1,41.75,4.7,415831,94.4,79.3
ENT_IN_20195,Deepak Rao,677,12.57,1,1,UDYAM-PB-03-2946545,NOT_APPLICABLE,1,32.82,0.3,102320,35.2,68.7
ENT_IN_20196,Preeti Chatterjee,556,11.45,1,1,UDYAM-MH-03-3471548,ACTIVE,1,43.09,1.4,269204,47.5,75.1
ENT_IN_20197,Shweta Sharma,645,16.58,1,1,UDYAM-UP-03-9226867,NOT_APPLICABLE,1,9.3,3.2,193369,51.6,70.4
ENT_IN_20198,Suresh Chatterjee,809,0.98,1,1,UDYAM-TN-03-4331118,ACTIVE,1,4.94,8.2,220140,68.8,100.0
ENT_IN_20199,Amit Chaudhary,831,2.3,1,1,UDYAM-KA-03-9128679,ACTIVE,1,19.57,1.0,256295,47.2,95.8
ENT_IN_20200,Suresh Das,726,7.52,0,1,UDYAM-MH-03-2458621,NOT_APPLICABLE,1,14.27,7.1,23249,95.7,76.6
ENT_IN_20201,Pooja Kumar,562,0.29,1,1,UDYAM-GJ-03-4634825,ACTIVE,1,36.21,3.3,250535,56.8,77.5
ENT_IN_20202,Karan Khan,0,11.42,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,34.65,10.4,300890,36.1,44.6
ENT_IN_20203,Pooja Yadav,0,5.05,1,0,UDYAM-KA-03-6499088,ACTIVE,1,8.79,0.6,173717,47.9,54.6
ENT_IN_20204,Pooja Banerjee,659,22.24,1,1,UDYAM-TN-03-5784240,ACTIVE,0,37.56,9.4,406468,63.6,80.0
ENT_IN_20205,Kavita Sharma,739,0.33,1,1,UDYAM-KA-03-2127354,ACTIVE,0,19.27,1.6,298562,78.0,86.5
ENT_IN_20206,Anita Chatterjee,707,3.71,1,1,UDYAM-GJ-03-7170199,NOT_APPLICABLE,0,6.47,10.2,74664,86.2,70.4
ENT_IN_20207,Geeta Patil,750,0.35,1,0,NOT_REGISTERED,NOT_APPLICABLE,0,25.58,11.7,110577,85.1,66.7
ENT_IN_20208,Bhavna Mehta,736,17.36,1,1,UDYAM-GJ-03-9695111,ACTIVE,0,23.73,10.2,258003,49.0,75.4
ENT_IN_20209,Dinesh Deshmukh,0,13.82,0,1,UDYAM-KA-03-2292998,ACTIVE,0,36.83,0.4,65456,97.3,51.0
ENT_IN_20210,Ganesh Kulkarni,564,20.15,1,1,NOT_REGISTERED,ACTIVE,1,27.62,10.1,297967,67.3,71.4
ENT_IN_20211,Lakshmi Patil,813,8.88,1,1,UDYAM-UP-03-7757128,ACTIVE,1,42.61,6.9,369429,82.4,100.0
ENT_IN_20212,Manoj Gowda,698,20.48,1,1,UDYAM-PB-03-8823343,UNREGISTERED,1,1.37,11.4,376413,80.3,90.3
ENT_IN_20213,Sangeeta Kaur,849,24.41,1,1,UDYAM-MH-03-5204597,NOT_APPLICABLE,1,23.85,8.9,219973,96.4,99.6
ENT_IN_20214,Simran Rao,693,10.53,1,1,UDYAM-PB-03-2093290,NOT_APPLICABLE,1,11.95,4.5,443906,70.4,82.9
ENT_IN_20215,Sunil Chaudhary,692,0.03,1,1,UDYAM-GJ-03-2076175,UNREGISTERED,1,30.58,12.0,319011,74.0,85.0
ENT_IN_20216,Ashok Yadav,759,20.47,1,1,UDYAM-GJ-03-6947099,UNREGISTERED,1,20.38,2.1,102312,85.4,96.2
ENT_IN_20217,Gurpreet Sheikh,806,10.79,1,1,UDYAM-UP-03-2100685,NOT_APPLICABLE,1,10.27,6.5,77922,94.5,95.2
ENT_IN_20218,Meena Patil,738,2.81,1,1,NOT_REGISTERED,UNREGISTERED,0,33.42,11.4,400429,41.0,58.1
ENT_IN_20219,Kiran Nair,801,17.83,1,1,UDYAM-KA-03-5723698,NOT_APPLICABLE,1,23.2,9.3,436481,37.5,84.7
ENT_IN_20220,Geeta Mishra,648,10.61,1,1,UDYAM-TN-03-9645678,ACTIVE,1,2.48,10.8,357975,62.3,77.7
ENT_IN_20221,Seema Reddy,710,20.05,1,1,UDYAM-TN-03-6407283,NOT_APPLICABLE,1,8.59,1.5,22039,42.0,71.4
ENT_IN_20222,Ananya Mishra,812,11.35,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,41.83,5.9,24693,45.9,70.7
ENT_IN_20223,Rekha Kulkarni,831,1.51,1,1,NOT_REGISTERED,UNREGISTERED,1,42.04,10.7,376554,82.5,88.6
ENT_IN_20224,Karan Kulkarni,622,13.32,1,0,UDYAM-GJ-03-8150412,NOT_APPLICABLE,1,39.07,0.4,111713,69.0,65.0
ENT_IN_20225,Pradeep Rao,675,12.5,1,1,NOT_REGISTERED,UNREGISTERED,1,29.2,2.9,99473,58.0,67.0
ENT_IN_20226,Prakash Kumar,768,21.53,1,1,UDYAM-PB-03-3350282,ACTIVE,1,21.07,9.2,333504,71.9,100.0
ENT_IN_20227,Lakshmi Mehta,814,1.25,1,0,UDYAM-MH-03-8122878,ACTIVE,1,22.25,4.2,238079,82.6,99.1
ENT_IN_20228,Tariq Sheikh,796,19.43,1,1,UDYAM-MH-03-2056666,ACTIVE,1,24.03,1.7,209620,62.9,97.5
ENT_IN_20229,Tariq Gowda,0,8.48,1,1,UDYAM-PB-03-5135091,NOT_APPLICABLE,0,7.97,9.7,63460,66.2,46.4
ENT_IN_20230,Rahul Gowda,624,22.47,1,1,UDYAM-GJ-03-7241807,ACTIVE,1,14.62,3.5,129723,95.5,84.9
ENT_IN_20231,Ganesh Nair,750,13.02,1,1,UDYAM-KA-03-3406584,NOT_APPLICABLE,1,9.66,1.7,244651,56.6,92.6
ENT_IN_20232,Sanjay Rao,777,12.59,1,1,UDYAM-MH-03-7895651,NOT_APPLICABLE,1,35.88,4.6,413899,36.5,90.0
ENT_IN_20233,Manoj Gupta,806,5.58,1,1,NOT_REGISTERED,ACTIVE,1,11.58,6.8,264466,94.6,100.0
ENT_IN_20234,Sangeeta Deshmukh,586,16.6,0,1,UDYAM-KA-03-3986561,NOT_APPLICABLE,0,41.85,5.9,141696,73.7,56.5
ENT_IN_20235,Amit Kumar,712,11.31,1,1,NOT_REGISTERED,ACTIVE,1,24.19,4.8,152217,51.9,75.0
ENT_IN_20236,Prakash Yadav,0,0.58,1,1,UDYAM-TN-03-1945231,NOT_APPLICABLE,1,22.47,7.7,329707,81.8,68.5
ENT_IN_20237,Dinesh Chaudhary,753,0.12,0,1,UDYAM-TN-03-1231162,NOT_APPLICABLE,1,42.29,6.5,384159,80.4,90.5
ENT_IN_20238,Bhavna Sharma,696,12.49,1,1,UDYAM-UP-03-1781873,NOT_APPLICABLE,1,18.75,4.1,219209,76.1,83.5
ENT_IN_20239,Suresh Gowda,702,24.47,1,1,UDYAM-GJ-03-7405007,NOT_APPLICABLE,1,8.25,3.7,413254,81.8,87.3
ENT_IN_20240,Radha Rao,619,13.37,1,1,UDYAM-GJ-03-3397271,UNREGISTERED,1,30.56,3.4,186317,47.2,65.1
ENT_IN_20241,Pooja Sharma,813,20.88,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,29.98,7.2,366497,94.1,83.0
ENT_IN_20242,Karan Banerjee,669,23.89,1,1,UDYAM-UP-03-7130526,NOT_APPLICABLE,1,33.03,8.4,69565,80.8,80.8
ENT_IN_20243,Prakash Sheikh,783,4.05,1,1,UDYAM-TN-03-2350347,ACTIVE,1,21.49,3.0,248488,86.4,100.0
ENT_IN_20244,Prakash Rao,723,3.37,1,1,UDYAM-TN-03-8954176,ACTIVE,1,22.64,1.0,125035,72.0,90.0
ENT_IN_20245,Suresh Verma,0,13.42,1,1,UDYAM-UP-03-7644588,NOT_APPLICABLE,1,28.91,7.4,370857,60.4,62.4
ENT_IN_20246,Sujata Gowda,614,16.85,0,1,UDYAM-MH-03-8226915,NOT_APPLICABLE,0,16.39,9.9,121813,82.0,56.5
ENT_IN_20247,Geeta Gupta,787,22.18,1,1,UDYAM-TN-03-2586783,UNREGISTERED,1,22.2,7.5,17227,53.4,79.1
ENT_IN_20248,Kiran Gupta,790,18.91,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,16.87,6.7,402947,73.0,89.6
ENT_IN_20249,Neha Rao,810,3.22,1,1,UDYAM-KA-03-2042161,NOT_APPLICABLE,1,8.84,9.2,390197,90.1,100.0
ENT_IN_20250,Rohan Deshmukh,772,5.06,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,22.94,2.6,362917,36.1,76.0
ENT_IN_20251,Pradeep Banerjee,746,8.54,0,0,UDYAM-GJ-03-5789850,NOT_APPLICABLE,1,2.88,10.2,250944,98.9,79.2
ENT_IN_20252,Priya Das,0,6.01,1,1,UDYAM-KA-03-3424758,ACTIVE,1,14.97,9.1,379689,59.9,68.2
ENT_IN_20253,Simran Khan,0,1.51,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,18.24,1.0,74439,66.1,51.0
ENT_IN_20254,Tariq Sharma,783,7.54,0,0,UDYAM-UP-03-4597326,ACTIVE,1,33.89,9.2,277764,50.0,83.0
ENT_IN_20255,Sangeeta Yadav,685,20.41,1,1,UDYAM-GJ-03-4836404,UNREGISTERED,1,6.67,8.4,59628,81.7,83.7
ENT_IN_20256,Savita Nair,564,9.0,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,17.8,0.8,243779,80.8,63.0
ENT_IN_20257,Ashok Verma,790,11.6,1,1,UDYAM-KA-03-1873714,NOT_APPLICABLE,1,27.78,2.3,148110,94.7,99.8
ENT_IN_20258,Preeti Kaur,830,22.68,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,18.56,2.6,383796,43.9,73.4
ENT_IN_20259,Simran Banerjee,742,16.2,0,1,NOT_REGISTERED,ACTIVE,1,8.79,7.1,53928,56.3,67.3
ENT_IN_20260,Ananya Mehta,753,9.35,0,1,NOT_REGISTERED,ACTIVE,1,7.54,9.6,155502,68.7,84.3
ENT_IN_20261,Pooja Gupta,0,9.65,1,1,UDYAM-PB-03-1707189,ACTIVE,1,15.56,4.5,82919,46.7,58.7
ENT_IN_20262,Ayesha Das,767,10.94,1,1,UDYAM-KA-03-9230567,NOT_APPLICABLE,1,27.61,1.7,343071,38.6,86.3
ENT_IN_20263,Kiran Kaur,552,1.76,1,1,UDYAM-UP-03-3119060,ACTIVE,1,19.17,0.2,413404,56.6,77.0
ENT_IN_20264,Mamta Kaur,697,21.16,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,34.12,5.8,128712,84.4,73.4
ENT_IN_20265,Gurpreet Sheikh,651,15.85,1,1,UDYAM-GJ-03-5065812,UNREGISTERED,1,5.67,4.8,290809,49.9,81.9
ENT_IN_20266,Sujata Sharma,0,14.12,1,1,UDYAM-TN-03-7471502,NOT_APPLICABLE,1,40.59,3.7,360052,50.3,62.9
ENT_IN_20267,Mohammed Banerjee,728,4.07,1,1,UDYAM-KA-03-3756475,UNREGISTERED,1,29.48,6.7,322503,86.9,89.1
ENT_IN_20268,Karan Chatterjee,780,5.15,1,0,UDYAM-UP-03-5947662,NOT_APPLICABLE,1,41.58,5.7,389462,53.6,84.8
ENT_IN_20269,Bhavna Gupta,723,3.49,1,1,UDYAM-GJ-03-8148784,NOT_APPLICABLE,1,7.49,3.7,378671,48.9,78.7
ENT_IN_20270,Priya Kulkarni,592,5.66,1,1,UDYAM-PB-03-1404466,ACTIVE,1,10.58,6.9,279287,45.5,74.9
ENT_IN_20271,Suresh Banerjee,647,0.71,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,35.37,0.9,408516,65.5,55.8
ENT_IN_20272,Neha Gupta,681,15.08,1,1,NOT_REGISTERED,ACTIVE,1,23.53,0.5,173296,72.5,82.2
ENT_IN_20273,Sujata Mishra,603,16.48,0,1,NOT_REGISTERED,UNREGISTERED,1,9.07,1.4,60373,47.6,48.8
ENT_IN_20274,Mohammed Gupta,828,14.85,1,1,UDYAM-GJ-03-6219709,ACTIVE,1,26.59,2.4,211402,46.4,94.3
ENT_IN_20275,Fatima Deshmukh,631,6.96,1,1,UDYAM-PB-03-7934707,UNREGISTERED,1,3.12,6.2,127736,96.8,78.9
ENT_IN_20276,Anil Mehta,580,14.62,1,1,UDYAM-TN-03-2072574,NOT_APPLICABLE,1,40.9,2.2,43469,91.0,75.5
ENT_IN_20277,Rahul Kumar,669,19.16,1,1,UDYAM-TN-03-4869254,NOT_APPLICABLE,1,11.73,3.9,132373,61.3,80.1
ENT_IN_20278,Pradeep Chaudhary,614,7.25,1,1,UDYAM-GJ-03-1656262,ACTIVE,1,26.24,5.4,134618,46.7,72.7
ENT_IN_20279,Sunita Das,809,20.23,1,0,UDYAM-UP-03-8313195,UNREGISTERED,1,6.99,6.6,315444,83.5,90.6
ENT_IN_20280,Harpreet Kumar,797,1.25,1,0,UDYAM-TN-03-1494254,NOT_APPLICABLE,1,28.34,10.6,108242,91.9,88.2
ENT_IN_20281,Sujata Banerjee,723,23.21,1,1,UDYAM-KA-03-4555109,NOT_APPLICABLE,1,20.34,7.3,289498,54.7,84.2
ENT_IN_20282,Radha Rao,589,3.4,1,1,NOT_REGISTERED,ACTIVE,1,0.47,8.7,246255,72.0,76.3
ENT_IN_20283,Rohan Patil,678,22.93,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,27.71,2.7,446953,66.3,76.0
ENT_IN_20284,Shweta Kulkarni,804,21.18,1,1,UDYAM-KA-03-1477252,ACTIVE,1,33.96,9.7,272110,97.5,100.0
ENT_IN_20285,Deepak Mishra,648,17.2,1,1,UDYAM-PB-03-5736062,ACTIVE,0,31.83,11.4,42201,85.3,70.0
ENT_IN_20286,Fatima Sheikh,792,8.17,1,1,UDYAM-KA-03-1336133,UNREGISTERED,0,44.72,2.7,84238,92.3,81.8
ENT_IN_20287,Harpreet Das,795,13.23,0,1,UDYAM-UP-03-8186463,NOT_APPLICABLE,1,6.88,10.7,113711,44.0,73.0
ENT_IN_20288,Deepak Sharma,567,16.15,1,1,NOT_REGISTERED,ACTIVE,1,16.0,2.6,208520,73.6,71.6
ENT_IN_20289,Ashok Singh,760,13.95,0,1,UDYAM-GJ-03-9489596,NOT_APPLICABLE,1,33.8,10.1,227316,48.4,79.1
ENT_IN_20290,Tariq Banerjee,650,20.0,1,1,UDYAM-MH-03-6849817,NOT_APPLICABLE,1,16.38,5.1,285853,71.2,87.8
ENT_IN_20291,Radha Kaur,722,14.06,1,0,UDYAM-PB-03-3295079,ACTIVE,1,1.71,11.1,413727,79.6,86.7
ENT_IN_20292,Neha Chaudhary,767,15.36,0,1,UDYAM-KA-03-3844210,UNREGISTERED,1,16.83,2.3,368039,77.8,90.8
ENT_IN_20293,Rajesh Banerjee,811,15.57,1,1,NOT_REGISTERED,ACTIVE,1,27.59,5.6,82241,92.7,96.0
ENT_IN_20294,Karan Khan,778,1.17,1,1,UDYAM-GJ-03-1958726,NOT_APPLICABLE,1,38.57,3.4,117456,89.0,95.3
ENT_IN_20295,Dinesh Chaudhary,0,12.09,0,1,UDYAM-PB-03-9627594,NOT_APPLICABLE,1,20.67,2.5,274736,37.4,50.4
ENT_IN_20296,Manoj Das,773,0.36,1,0,UDYAM-MH-03-7528215,NOT_APPLICABLE,1,27.07,8.7,416132,62.9,87.0
ENT_IN_20297,Pradeep Verma,697,4.16,1,1,UDYAM-MH-03-4005384,UNREGISTERED,1,30.97,2.0,168931,90.0,89.9
ENT_IN_20298,Pooja Joshi,617,12.42,1,0,UDYAM-GJ-03-4163377,ACTIVE,1,11.2,7.0,97365,54.4,62.9
ENT_IN_20299,Bhavna Reddy,0,13.78,1,1,UDYAM-TN-03-3728351,NOT_APPLICABLE,1,16.76,11.4,98723,51.3,56.7
ENT_IN_20300,Sangeeta Kaur,789,14.21,1,1,UDYAM-PB-03-4433791,NOT_APPLICABLE,1,37.22,7.9,380366,70.0,93.6
ENT_IN_20301,Rekha Sharma,0,8.38,1,1,UDYAM-MH-03-7865611,ACTIVE,0,20.46,4.7,30266,54.1,48.0
ENT_IN_20302,Sangeeta Kulkarni,753,8.71,1,1,UDYAM-KA-03-3549591,NOT_APPLICABLE,0,16.15,6.6,97498,80.1,83.5
ENT_IN_20303,Radha Deshmukh,690,20.24,1,1,UDYAM-TN-03-6416254,NOT_APPLICABLE,1,43.58,2.7,67946,43.8,69.4
ENT_IN_20304,Priya Kumar,735,3.63,1,1,UDYAM-GJ-03-5292953,ACTIVE,1,27.2,6.7,418674,89.3,99.2
ENT_IN_20305,Savita Deshmukh,693,11.98,1,1,UDYAM-GJ-03-4067367,ACTIVE,1,21.41,9.4,118794,88.4,89.0
ENT_IN_20306,Ashok Nair,773,21.1,1,1,UDYAM-KA-03-2305849,ACTIVE,0,21.88,3.9,300791,44.2,88.0
ENT_IN_20307,Ganesh Patel,684,9.45,1,1,UDYAM-GJ-03-7539225,ACTIVE,1,16.41,9.8,42985,46.9,75.5
ENT_IN_20308,Fatima Kulkarni,716,8.39,1,1,UDYAM-PB-03-7672268,ACTIVE,1,9.07,5.5,240077,47.7,87.0
ENT_IN_20309,Mamta Rao,664,13.65,1,1,NOT_REGISTERED,ACTIVE,1,2.73,8.2,106205,48.5,75.5
ENT_IN_20310,Meena Verma,772,11.2,1,1,NOT_REGISTERED,ACTIVE,0,42.24,10.2,423100,95.6,92.8
ENT_IN_20311,Shweta Banerjee,680,21.08,1,1,UDYAM-KA-03-2278816,ACTIVE,0,42.92,3.3,225907,91.6,88.4
ENT_IN_20312,Sunita Yadav,577,10.24,1,1,UDYAM-UP-03-9205181,NOT_APPLICABLE,1,14.41,1.8,342942,95.0,82.7
ENT_IN_20313,Rajesh Kumar,640,21.76,1,1,UDYAM-UP-03-7720655,UNREGISTERED,1,11.44,9.9,237522,61.6,70.1
ENT_IN_20314,Bhavna Kaur,628,24.01,1,1,UDYAM-TN-03-2540636,NOT_APPLICABLE,1,40.26,5.7,137730,91.5,77.3
ENT_IN_20315,Ganesh Singh,842,19.51,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,41.07,10.1,417968,55.5,84.2
ENT_IN_20316,Manoj Banerjee,774,2.97,1,1,UDYAM-MH-03-5382332,ACTIVE,0,8.24,7.9,196034,70.5,87.6
ENT_IN_20317,Seema Kumar,795,5.99,1,1,UDYAM-TN-03-1617440,ACTIVE,1,5.08,9.2,422143,64.4,98.8
ENT_IN_20318,Harpreet Kumar,729,17.0,1,1,UDYAM-TN-03-9537800,ACTIVE,1,11.68,9.3,183761,52.8,86.3
ENT_IN_20319,Ganesh Deshmukh,0,6.57,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,28.1,10.4,318474,62.8,45.3
ENT_IN_20320,Geeta Rao,819,11.86,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,12.98,12.0,291900,91.6,92.1
ENT_IN_20321,Vijay Rao,630,5.11,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,11.53,3.4,145289,98.7,71.9
ENT_IN_20322,Anita Rao,619,15.8,1,1,NOT_REGISTERED,ACTIVE,1,1.0,9.7,348770,78.2,76.9
ENT_IN_20323,Ganesh Gupta,0,19.19,1,1,UDYAM-TN-03-5740879,ACTIVE,0,33.97,5.4,198532,55.2,54.8
ENT_IN_20324,Simran Gowda,829,22.47,1,1,UDYAM-KA-03-2579380,ACTIVE,1,40.49,2.3,128138,43.8,92.0
ENT_IN_20325,Vijay Singh,772,5.81,1,1,UDYAM-GJ-03-6187548,ACTIVE,0,28.48,0.9,322492,36.3,84.0
ENT_IN_20326,Radha Deshmukh,560,14.33,1,1,UDYAM-KA-03-2045882,NOT_APPLICABLE,1,38.55,10.2,269632,38.9,65.8
ENT_IN_20327,Mohammed Gupta,663,8.82,1,1,UDYAM-PB-03-9814139,ACTIVE,1,44.03,11.4,109029,56.8,85.2
ENT_IN_20328,Radha Nair,599,21.58,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,35.0,5.4,248172,37.9,59.2
ENT_IN_20329,Priya Yadav,610,10.49,1,1,UDYAM-KA-03-7425199,ACTIVE,1,9.24,1.4,75120,42.1,66.8
ENT_IN_20330,Gurpreet Khan,804,18.53,1,1,NOT_REGISTERED,ACTIVE,0,26.91,10.0,225292,93.9,88.4
ENT_IN_20331,Anita Gupta,567,3.36,1,1,UDYAM-MH-03-8897275,NOT_APPLICABLE,0,13.81,0.8,36776,43.5,53.2
ENT_IN_20332,Anil Gupta,686,4.3,1,1,UDYAM-PB-03-7789175,NOT_APPLICABLE,1,17.38,1.1,164543,66.2,80.7
ENT_IN_20333,Geeta Banerjee,0,11.3,1,1,NOT_REGISTERED,ACTIVE,1,38.36,3.5,102663,99.6,69.0
ENT_IN_20334,Prakash Joshi,825,19.95,1,0,UDYAM-GJ-03-9220970,NOT_APPLICABLE,1,9.56,11.3,166390,74.5,89.1
ENT_IN_20335,Deepika Chatterjee,717,1.44,1,1,UDYAM-PB-03-8181779,ACTIVE,0,14.77,5.6,115527,35.3,66.3
ENT_IN_20336,Kavita Gowda,801,15.67,1,1,UDYAM-KA-03-2294225,ACTIVE,0,10.23,1.2,264523,87.8,97.6
ENT_IN_20337,Manoj Nair,653,8.1,1,1,UDYAM-TN-03-9108359,NOT_APPLICABLE,1,30.1,3.0,117992,82.9,84.1
ENT_IN_20338,Anita Deshmukh,790,11.56,0,1,UDYAM-KA-03-1418747,ACTIVE,1,41.93,9.3,185122,35.4,85.3
ENT_IN_20339,Anil Joshi,662,22.57,1,1,NOT_REGISTERED,UNREGISTERED,1,26.19,3.2,48381,85.8,75.0
ENT_IN_20340,Ganesh Kaur,795,18.5,1,1,NOT_REGISTERED,UNREGISTERED,1,32.86,7.8,131665,74.8,82.6
ENT_IN_20341,Rajesh Gowda,616,2.9,1,1,UDYAM-GJ-03-2504866,NOT_APPLICABLE,1,22.24,8.3,349706,69.9,76.4
ENT_IN_20342,Geeta Khan,695,21.17,1,1,UDYAM-GJ-03-3577069,UNREGISTERED,1,25.87,9.4,329428,79.2,87.3
ENT_IN_20343,Rajesh Kulkarni,686,10.95,1,1,UDYAM-UP-03-1742155,NOT_APPLICABLE,1,36.57,1.3,55913,68.4,80.1
ENT_IN_20344,Vijay Patel,591,22.41,1,1,NOT_REGISTERED,ACTIVE,1,16.84,10.5,205357,68.1,73.3
ENT_IN_20345,Sujata Sharma,748,3.71,1,1,UDYAM-UP-03-3778617,NOT_APPLICABLE,1,29.86,11.4,111258,96.0,86.8
ENT_IN_20346,Arjun Patil,669,21.61,1,0,NOT_REGISTERED,UNREGISTERED,1,12.01,4.8,125617,48.5,59.7
ENT_IN_20347,Anil Nair,780,6.26,1,1,UDYAM-PB-03-2559940,ACTIVE,1,24.32,11.6,74074,98.2,100.0
ENT_IN_20348,Sunil Kulkarni,668,4.07,1,1,NOT_REGISTERED,ACTIVE,1,34.88,3.3,134310,76.9,83.5
ENT_IN_20349,Sunil Deshmukh,842,14.63,1,1,UDYAM-TN-03-7652938,ACTIVE,1,8.12,11.8,272330,75.2,100.0
ENT_IN_20350,Pooja Gupta,802,19.85,1,1,UDYAM-KA-03-7607384,NOT_APPLICABLE,1,27.84,6.9,365070,64.6,94.7
ENT_IN_20351,Dinesh Nair,676,19.34,1,1,UDYAM-TN-03-1301130,NOT_APPLICABLE,0,21.28,9.1,264819,87.5,77.8
ENT_IN_20352,Preeti Deshmukh,0,12.07,0,0,NOT_REGISTERED,UNREGISTERED,1,3.73,7.4,97750,60.4,34.4
ENT_IN_20353,Seema Reddy,749,1.83,1,1,NOT_REGISTERED,ACTIVE,1,23.5,2.8,68190,71.0,75.8
ENT_IN_20354,Ganesh Banerjee,0,14.03,1,1,UDYAM-PB-03-8589013,ACTIVE,1,36.04,5.5,393360,48.1,66.1
ENT_IN_20355,Radha Shah,749,13.88,1,1,UDYAM-GJ-03-3236073,UNREGISTERED,1,17.11,5.5,40258,73.9,75.1
ENT_IN_20356,Bhavna Verma,586,24.35,1,1,UDYAM-MH-03-3246327,NOT_APPLICABLE,1,6.35,10.9,384928,92.6,81.5
ENT_IN_20357,Ganesh Joshi,774,2.43,0,1,NOT_REGISTERED,ACTIVE,0,31.04,5.3,136652,56.2,70.9
ENT_IN_20358,Tariq Mishra,643,10.51,1,1,UDYAM-PB-03-2836074,ACTIVE,1,15.29,10.4,432110,81.6,83.4
ENT_IN_20359,Ayesha Khan,730,19.93,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,33.2,8.2,301056,56.2,76.1
ENT_IN_20360,Kavita Verma,674,21.2,1,1,UDYAM-TN-03-3677318,NOT_APPLICABLE,1,5.63,0.6,78001,95.2,84.9
ENT_IN_20361,Sangeeta Das,676,18.92,1,1,UDYAM-KA-03-7935746,ACTIVE,0,5.46,8.4,299013,46.7,77.9
ENT_IN_20362,Bhavna Yadav,673,3.74,1,1,UDYAM-PB-03-7236114,UNREGISTERED,1,24.24,10.9,339039,39.2,75.2
ENT_IN_20363,Kavita Rao,614,1.18,1,1,NOT_REGISTERED,UNREGISTERED,1,17.96,3.3,146532,43.5,55.2
ENT_IN_20364,Sunita Kulkarni,676,3.49,1,1,NOT_REGISTERED,UNREGISTERED,1,36.57,8.1,44645,35.0,57.6
ENT_IN_20365,Vijay Mehta,619,1.68,1,1,NOT_REGISTERED,ACTIVE,1,38.96,2.5,115662,82.8,71.2
ENT_IN_20366,Ramesh Reddy,845,10.34,1,1,UDYAM-GJ-03-7756247,ACTIVE,1,19.44,5.9,86458,65.4,93.9
ENT_IN_20367,Meena Chatterjee,822,23.15,1,1,UDYAM-GJ-03-5680957,ACTIVE,0,11.4,9.9,82470,90.8,91.6
ENT_IN_20368,Fatima Singh,833,6.93,1,1,NOT_REGISTERED,UNREGISTERED,1,23.02,2.3,327790,61.7,83.3
ENT_IN_20369,Neha Nair,0,21.01,1,0,UDYAM-GJ-03-2594923,UNREGISTERED,0,3.5,9.0,160712,98.2,53.3
ENT_IN_20370,Mohammed Gupta,0,14.89,1,0,UDYAM-GJ-03-4999971,NOT_APPLICABLE,1,3.6,2.4,423638,88.8,66.1
ENT_IN_20371,Pooja Patel,595,1.87,1,1,UDYAM-TN-03-2765053,NOT_APPLICABLE,0,23.31,0.9,198137,90.2,70.9
ENT_IN_20372,Dinesh Patel,737,19.51,1,0,UDYAM-KA-03-7634824,NOT_APPLICABLE,1,2.03,9.3,61387,79.1,74.7
ENT_IN_20373,Geeta Sheikh,796,11.78,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,19.49,5.6,403562,62.4,78.4
